Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,GrLivArea,GarageArea,SalePrice
469,20,11428,8,5,2006,2006,1626,1626,1634,866,250000
470,60,9291,6,5,1993,1993,406,832,1710,506,187000
471,120,6820,8,5,1985,1985,0,1488,1502,528,212000
472,60,11952,7,6,1977,1977,808,808,1969,534,190000
473,180,3675,6,5,2005,2005,88,547,1072,525,148000
474,20,14977,8,5,2006,2007,626,1976,1976,908,440000
475,120,5330,8,5,2000,2000,298,1494,1652,499,251000
476,20,8480,5,6,1963,1963,340,970,970,624,132500
477,20,13125,6,5,1997,1998,484,1478,1493,508,208900
478,60,13693,9,5,2006,2006,2153,2153,2643,694,380000
479,20,10637,8,5,2007,2008,417,1705,1718,826,297000
480,30,5925,4,7,1937,2000,739,907,1131,672,89471
481,20,16033,9,5,2004,2005,572,1833,1850,772,326000
482,20,11846,9,5,2003,2004,225,1792,1792,874,374000
483,70,2500,7,8,1915,2005,611,910,1826,164,155000
484,120,4500,6,5,1998,1998,319,1216,1216,402,164000
485,20,7758,5,7,1962,2001,411,999,999,264,132500
486,20,9600,5,7,1950,2007,506,1113,1113,264,147000
487,20,10289,5,7,1965,1965,237,1073,1073,515,156000
488,20,12243,5,6,1971,1971,486,1484,1484,487,175000
489,190,10800,5,4,1900,1970,290,954,2414,520,160000
490,180,1526,4,8,1970,2002,115,630,630,286,86000
491,160,2665,5,6,1976,1976,264,264,1304,336,115000
492,50,9490,6,7,1941,1950,238,806,1578,240,133000
493,60,15578,6,5,2006,2006,728,728,1456,429,172785
494,20,7931,5,6,1960,1960,363,1269,1269,308,155000
495,30,5784,5,8,1938,1996,190,190,886,273,91300
496,30,7879,4,5,1920,1950,225,720,720,0,34900
497,20,12692,8,5,1992,1993,1969,3200,3228,546,430000
498,50,9120,7,6,1925,1950,697,1026,1820,240,184000
499,20,7800,5,7,1967,2004,414,864,899,288,130000
500,20,7535,5,7,1958,1985,522,912,912,297,120000
501,160,1890,6,5,1973,1973,316,672,1218,264,113000
502,60,9803,7,5,2005,2005,466,866,1768,603,226700
503,20,9170,5,7,1965,1965,420,1214,1214,461,140000
504,20,15602,7,8,1959,1997,254,1501,1801,484,289000
505,160,2308,6,5,1974,1974,103,855,1322,440,147000
506,90,7596,5,5,1952,1952,960,960,1960,400,124500
507,60,9554,8,5,1993,1994,397,777,1911,471,215000
508,20,7862,6,5,2009,2009,1191,1218,1218,676,208300
509,70,9600,7,9,1928,2005,548,689,1378,360,161000
510,20,9600,5,6,1959,1959,50,1041,1041,270,124500
511,20,14559,5,7,1951,2000,178,1008,1363,288,164900
512,120,6792,7,5,2005,2006,1368,1368,1368,474,202665
513,20,9100,5,5,1958,1958,169,864,864,624,129900
514,20,9187,6,5,1983,1983,748,1084,1080,484,134000
515,45,10594,5,5,1926,1950,768,768,789,200,96500
516,20,12220,10,5,2009,2009,570,2006,2020,900,402861
517,80,10448,6,6,1972,1972,689,689,2119,583,158000
518,60,10208,7,5,1996,1997,1264,1264,2344,889,265000
519,60,9531,6,5,1998,1998,88,794,1796,546,211000
520,70,10918,7,9,1926,2004,1276,1276,2080,282,234000
521,190,10800,4,7,1900,2000,0,0,1294,0,106250
522,20,11988,6,6,1957,1957,467,1244,1244,336,150000
523,50,5000,6,7,1947,1950,605,1004,1664,420,159000
524,60,40094,10,5,2007,2008,878,3138,4676,884,184750
525,60,11787,7,5,1996,1997,660,1379,2398,834,315750
526,20,7500,7,5,2005,2005,1257,1257,1266,453,176000
527,20,13300,5,7,1956,2000,551,928,928,252,132000
528,60,14948,9,5,2008,2008,122,1452,2713,858,446261
529,30,9098,4,7,1920,2002,180,528,605,0,86000
530,20,32668,6,3,1957,1975,816,2035,2515,484,200624
531,80,10200,6,5,1988,1989,678,1461,1509,600,175000
532,70,6155,6,8,1920,1999,611,611,1362,502,128000
533,20,7200,5,7,1955,2007,0,0,827,392,107500
534,20,5000,1,3,1946,1950,0,0,334,0,39300
535,60,9056,8,5,2004,2004,707,707,1414,403,178000
536,190,7000,5,7,1910,1991,148,1117,1347,0,107500
537,60,8924,7,5,1998,1999,880,880,1724,527,188000
538,20,12735,4,5,1972,1972,264,864,864,576,111250
539,20,11553,5,5,1968,1968,378,1051,1159,336,158000
540,20,11423,8,5,2001,2002,223,1581,1601,670,272000
541,20,14601,9,5,2006,2006,578,1838,1838,765,315000
542,60,11000,8,5,2000,2000,969,969,2285,648,248000
543,20,10140,7,5,1998,1999,379,1650,1680,583,213250
544,120,4058,7,5,1998,1998,0,723,767,367,133000
545,60,17104,7,5,2006,2006,100,654,1496,426,179665
546,50,13837,7,5,1988,1988,0,1204,2183,786,229000
547,50,8737,6,7,1923,1950,765,1065,1635,440,210000
548,85,7244,5,7,1970,1970,149,768,768,624,129500
549,20,8235,5,7,1955,1995,0,825,825,720,125000
550,60,9375,7,5,2003,2004,912,912,2094,615,263000
551,120,4043,6,6,1977,1977,510,1069,1069,440,140000
552,20,6000,5,6,1957,1957,620,928,928,288,112500
553,20,11146,8,5,2006,2006,1709,1709,1717,908,255500
554,20,8777,4,5,1949,2003,0,0,1126,520,108000
555,60,10625,7,5,2003,2004,132,998,2046,871,284000
556,45,6380,5,6,1922,1950,993,993,1048,280,113000
557,20,14850,5,5,1957,1957,197,1092,1092,299,141000
558,50,11040,4,6,1920,1950,0,637,1336,570,108000
559,60,21872,7,5,1996,1997,125,729,1446,406,175000
560,120,3196,7,5,2003,2004,1374,1374,1557,420,234000
561,20,11341,5,6,1957,1996,90,1392,1392,528,121500
562,20,10010,5,5,1974,1975,195,1389,1389,418,170000
563,30,13907,5,6,1940,1969,706,996,996,0,108000
564,50,21780,6,7,1918,1950,1163,1163,1674,396,185000
565,60,13346,7,5,1992,2000,367,1095,2295,590,268000
566,70,6858,6,4,1915,1950,806,806,1647,216,128000
567,60,11198,9,5,2005,2007,1122,1122,2504,656,325000
568,20,10171,7,5,2004,2004,1515,1517,1535,532,214000
569,50,12327,8,8,1983,2009,55,1496,2132,612,316600
570,90,7032,5,5,1979,1979,0,943,943,600,135960
571,90,13101,5,5,1965,1965,1497,1728,1728,576,142600
572,20,7332,6,6,1959,1959,450,864,864,288,120000
573,60,13159,7,5,2009,2009,846,846,1692,650,224500
574,80,9967,7,5,2000,2000,384,384,1430,400,170000
575,80,10500,5,7,1971,2005,23,372,1109,288,139000
576,50,8480,5,5,1947,1950,390,832,1216,336,118500
577,50,6292,7,7,1928,1950,861,861,1477,216,145000
578,80,11777,5,6,1966,1966,285,1164,1320,564,164500
579,160,3604,7,5,2007,2007,689,689,1392,540,146000
580,50,12150,5,5,1954,1954,1050,1050,1795,352,131500
581,20,14585,6,6,1960,1987,331,1144,1429,572,181900
582,20,12704,8,5,2008,2009,2042,2042,2042,1390,253293
583,90,11841,6,5,1990,1990,0,816,816,0,118500
584,75,13500,10,9,1893,2000,1237,1237,2775,880,325000
585,50,6120,4,7,1935,1995,884,884,1573,240,133000
586,20,11443,8,5,2005,2006,408,1868,2028,880,369900
587,30,10267,6,7,1918,2000,0,816,838,275,130000
588,85,8740,5,6,1982,1982,168,840,860,528,137000
589,20,25095,5,8,1968,2003,113,1437,1473,452,143000
590,40,9100,5,6,1930,1960,742,742,935,308,79500
591,60,8320,7,5,2004,2004,280,770,1582,520,185900
592,60,13478,10,5,2008,2008,384,1722,2296,842,451950
593,20,6600,5,8,1982,2003,0,816,816,816,138000
594,120,4435,6,5,2003,2003,163,848,848,420,140000
595,20,7990,5,6,1975,1975,924,924,924,280,110000
596,20,11302,8,5,2005,2006,392,1814,1826,758,319000
597,70,3600,6,7,1910,1993,684,684,1368,216,114504
598,120,3922,7,5,2006,2007,1258,1258,1402,648,194201
599,20,12984,5,6,1977,1977,0,1430,1647,621,217500
600,160,1950,6,6,1980,1980,23,716,1556,452,151000
601,60,10927,8,5,2005,2005,512,1058,1904,736,275000
602,50,9000,6,6,1937,1950,780,780,1375,544,141000
603,60,10041,8,5,1992,1992,119,908,1915,506,220000
604,160,3182,7,5,2004,2005,600,600,1200,480,151000
605,20,12803,7,5,2002,2002,572,1494,1494,530,221000
606,60,13600,7,6,1965,1990,314,768,1986,486,205000
607,20,12464,5,5,1996,1996,308,1040,1040,576,152000
608,20,7800,5,8,1948,2002,293,896,2008,230,225000
609,70,12168,8,6,1934,1998,537,965,3194,380,359100
610,20,7943,4,5,1961,1961,126,1029,1029,261,118500
611,60,11050,9,5,2000,2000,536,1440,2153,736,313000
612,80,10395,6,6,1978,1978,427,1032,1032,564,148000
613,60,11885,8,5,2001,2001,309,1299,1872,531,261500
614,20,8402,5,5,2007,2007,914,1120,1120,0,147000
615,180,1491,4,6,1972,1972,0,630,630,0,75500
616,85,8800,6,7,1963,1963,173,936,1054,480,137500
617,60,7861,6,5,2002,2003,326,783,1509,393,183200
618,45,7227,6,6,1954,1954,832,832,832,528,105500
619,20,11694,9,5,2007,2007,1774,1822,1828,774,314813
620,60,12244,8,5,2003,2003,611,1482,2262,749,305000
621,30,8248,3,3,1914,1950,823,864,864,0,67000
622,60,10800,6,7,1974,1997,384,1522,2614,624,240000
623,20,7064,5,6,1977,1977,420,980,980,484,135000
624,160,2117,6,5,2000,2000,336,756,1512,440,168500
625,60,10400,6,5,1972,1972,485,732,1790,484,165150
626,20,10000,6,6,1962,1962,1116,1116,1116,440,160000
627,20,12342,5,5,1960,1978,978,978,1422,286,139900
628,80,9600,6,6,1955,1972,350,1156,1520,364,153000
629,60,11606,5,5,1969,1969,390,1040,2080,504,135000
630,80,9020,6,5,1964,1964,288,1248,1350,520,168500
631,70,9000,5,6,1880,1991,636,636,1750,240,124000
632,120,4590,8,5,2006,2006,1530,1554,1554,627,209500
633,20,11900,7,5,1977,1977,564,1386,1411,544,82500
634,20,9250,5,7,1954,2005,108,1056,1056,260,139400
635,90,6979,6,5,1980,1980,0,1056,1056,576,144000
636,190,10896,6,7,1914,1995,1184,1440,3395,0,200000
637,30,6120,2,3,1936,1950,264,264,800,0,60000
638,190,6000,5,4,1954,1954,811,811,1387,256,93000
639,30,8777,5,7,1910,1950,796,796,796,0,85000
640,120,3982,8,5,2006,2006,366,1520,1567,648,264561
641,120,12677,8,5,2003,2004,300,1518,1518,588,274000
642,60,7050,7,5,2001,2001,319,1057,1929,650,226000
643,80,13860,8,7,1972,1995,542,1952,2704,538,345000
644,60,10793,5,5,1969,1969,0,780,1620,462,152000
645,20,9187,9,5,2009,2009,645,1766,1766,478,370878
646,20,10530,6,5,1971,1971,664,981,981,576,143250
647,20,7200,5,5,1950,1950,0,0,1048,420,98300
648,20,10452,6,5,1953,1953,594,1094,1094,495,155000
649,60,7700,6,5,1966,1966,756,756,1839,442,155000
650,180,1936,4,6,1970,1970,0,630,630,0,84500
651,60,8125,7,6,2007,2007,813,813,1665,562,205950
652,70,9084,4,5,1940,1950,755,755,1510,296,108000
653,60,8750,7,5,1996,1996,880,880,1716,512,191000
654,50,10320,6,7,1906,1995,756,756,1469,216,135000
655,20,10437,8,6,1995,1995,413,2109,2113,839,350000
656,160,1680,6,5,1971,1971,525,525,1092,264,88000
657,20,10007,5,7,1959,2006,247,1053,1053,312,145500
658,70,7200,7,6,1931,2000,776,776,1502,270,149000
659,50,17503,6,5,1948,1950,912,912,1458,330,97500
660,20,9937,5,7,1964,1999,849,1486,1486,480,167000
661,60,12384,7,7,1976,1976,793,793,1935,550,197900
662,60,46589,8,7,1994,2005,88,1629,2448,711,402000
663,20,13560,6,3,1968,1968,1392,1392,1392,576,110000
664,85,10012,4,5,1972,1972,38,1138,1181,588,137500
665,20,20896,8,5,2005,2006,356,2077,2097,1134,423000
666,60,11194,8,5,2000,2000,1406,1406,1936,504,230500
667,60,18450,6,5,1965,1979,111,1021,2380,596,129000
668,20,8125,6,5,1994,1998,270,1408,1679,575,193500
669,20,14175,5,6,1956,1987,200,1188,1437,576,168000
670,30,11600,4,5,1922,1950,700,700,1180,252,137500
671,60,8633,6,5,2005,2005,545,738,1476,540,173500
672,70,6629,6,6,1925,1950,121,672,1369,300,103600
673,20,11250,6,6,1977,1977,441,1208,1208,546,165000
674,20,14442,6,7,1957,2004,291,1477,1839,416,257500
675,20,9200,6,6,1965,1965,244,1136,1136,384,140000
676,160,2289,6,6,1978,1978,544,855,1441,440,148500
677,70,9600,4,2,1900,1950,1095,1095,1774,779,87000
678,30,9022,5,8,1924,2006,768,768,792,240,109500
679,20,11844,8,5,2008,2008,2046,2046,2046,834,372500
680,20,9945,5,5,1961,1961,161,988,988,572,128500
681,120,8012,6,5,1980,1980,261,923,923,264,143000
682,50,4500,5,5,1932,2000,611,793,1520,281,159434
683,120,2887,6,5,1996,1997,288,1291,1291,431,173000
684,20,11248,9,5,2002,2002,567,1626,1668,702,285000
685,60,16770,7,5,1998,1998,1195,1195,1839,486,221000
686,160,5062,7,5,1984,1984,180,1190,2090,577,207500
687,60,10207,7,6,2007,2007,874,874,1761,578,227875
688,160,5105,7,5,2004,2004,312,551,1102,480,148800
689,20,8089,8,6,2007,2007,474,1419,1419,567,392000
690,120,7577,6,5,2005,2006,1342,1362,1362,460,194700
691,120,4426,6,5,2004,2004,151,848,848,420,141000
692,60,21535,10,6,1994,1995,989,2444,4316,832,755000
693,60,26178,7,5,1989,1990,245,1210,2519,628,335000
694,30,5400,5,6,1921,1968,1073,1073,1073,326,108480
695,50,6120,5,6,1936,1950,927,927,1539,576,141500
696,20,13811,6,6,1987,1987,92,1112,1137,551,176000
697,30,6000,5,7,1921,1950,0,616,616,205,89000
698,20,6420,5,7,1952,1952,219,980,1148,308,123500
699,20,8450,5,8,1965,2009,224,894,894,336,138500
700,120,4282,7,5,2004,2004,1375,1391,1391,530,196000
701,20,14331,8,5,2002,2002,526,1800,1800,765,312500
702,20,9600,7,5,1969,1969,1164,1164,1164,528,140000
703,60,12438,8,5,2006,2006,1234,1234,2576,666,361919
704,190,7630,5,9,1900,1996,360,360,1812,672,140000
705,20,8400,7,5,2004,2005,761,1473,1484,606,213000
706,190,5600,4,5,1930,1950,0,0,1092,0,55000
707,20,115149,7,5,1971,2002,424,1643,1824,739,302000
708,120,6240,8,5,2006,2006,461,1324,1324,550,254000
709,60,9018,7,5,2007,2007,728,728,1456,400,179540
710,20,7162,5,7,1966,1966,876,876,904,408,109900
711,30,4130,3,6,1935,2003,270,270,729,0,52000
712,50,8712,4,7,1900,1950,859,859,1178,384,102776
713,120,4671,8,5,1988,1989,461,1228,1228,472,189000
714,190,9873,4,5,1970,1970,171,960,960,576,129000
715,60,13517,6,8,1976,2005,192,725,1479,475,130500
716,20,10140,6,5,1974,1974,1064,1064,1350,478,165000
717,70,10800,7,8,1890,1998,718,718,2554,704,159500
718,20,10000,5,6,1973,2000,92,1176,1178,439,157000
719,60,10542,7,5,1993,1994,138,1311,2418,983,341000
720,20,9920,5,6,1969,1969,448,971,971,300,128500
721,120,6563,8,5,1985,1985,594,1742,1742,564,275000
722,120,4426,6,5,2004,2004,186,848,848,420,143000
723,20,8120,4,7,1970,1970,673,864,864,463,124500
724,50,8172,4,6,1954,1972,941,941,1470,548,135000
725,20,13286,9,5,2007,2008,464,1698,1698,768,320000
726,20,6960,4,6,1970,1970,250,864,864,660,120500
727,20,21695,6,9,1988,2007,72,880,1680,540,222000
728,20,7314,7,5,2007,2007,508,1232,1232,632,194500
729,90,11475,5,5,1958,1958,1584,1584,1776,888,110000
730,30,6240,4,5,1925,1950,628,780,1208,539,103000
731,120,5389,8,5,1995,1996,415,1595,1616,608,236500
732,80,9590,7,5,2003,2003,82,868,1146,438,187500
733,60,11404,7,5,1998,1999,901,1153,2031,541,222500
734,20,10000,5,6,1961,1983,270,864,1144,264,131400
735,20,8978,5,5,1968,1968,948,948,948,300,108000
736,75,10800,7,7,1914,1970,490,880,1768,320,163000
737,90,8544,3,4,1950,1950,0,0,1040,400,93500
738,60,10463,8,5,2005,2005,893,893,1801,800,239900
739,90,10800,5,5,1987,1988,0,1200,1200,0,179000
740,60,9313,7,5,2004,2004,864,864,1728,572,190000
741,70,9600,5,7,1910,2002,264,264,1432,360,132000
742,20,6768,6,8,1961,1996,80,912,912,288,142000
743,20,8450,7,5,2000,2001,1349,1349,1349,539,179000
744,80,12886,5,6,1963,1999,76,520,1464,480,175000
745,120,5395,8,5,1993,1993,604,1337,1337,462,180000
746,60,8963,8,9,1976,1996,487,1142,2715,831,299800
747,60,8795,7,5,2000,2000,652,952,2256,554,236000
748,70,11700,7,7,1880,2003,1240,1240,2640,864,265979
749,20,10593,7,5,1996,1996,801,1720,1720,527,260400
750,50,8405,4,3,1945,1950,0,0,1529,240,98000
751,50,8800,4,7,1910,2004,576,576,1140,0,96500
752,60,7750,7,5,2003,2003,660,660,1320,400,162000
753,20,9236,6,5,1997,1997,279,1479,1494,576,217000
754,60,10240,8,5,2005,2005,1030,1030,2098,878,275500
755,20,7930,6,8,1969,2005,115,1026,1026,440,156000
756,160,3230,6,5,1999,1999,348,729,1471,440,172500
757,60,10769,8,5,2007,2007,846,866,1768,578,212000
758,60,11616,6,5,1978,1978,234,672,1386,440,158900
759,160,2280,7,5,1999,1999,195,744,1501,440,179400
760,60,12257,8,5,1995,1995,1198,1318,2531,752,290000
761,20,9100,6,6,1959,1959,252,864,864,300,127500
762,30,6911,5,5,1924,1950,740,1145,1301,440,100000
763,60,8640,7,5,2009,2009,732,756,1547,614,215200
764,60,9430,8,5,1999,1999,89,1252,2365,856,337000
765,120,9549,8,5,1995,1996,0,1494,1494,481,270000
766,20,14587,9,5,2008,2008,1498,1498,1506,592,264132
767,60,10421,7,5,1988,1988,586,980,1714,496,196500
768,50,12508,6,7,1940,1985,323,983,1750,423,160000
769,20,9100,7,5,2004,2005,1836,1860,1836,484,216837
770,60,53504,8,5,2003,2003,234,1650,3279,841,538000
771,85,7252,5,5,1982,1982,173,858,858,576,134900
772,20,8877,4,5,1951,1951,0,836,1220,396,102000
773,80,7819,6,5,1976,1976,480,1029,1117,672,107000
774,20,10150,5,5,1958,1958,456,912,912,275,114500
775,20,14226,8,5,2006,2006,1935,1935,1973,895,395000
776,120,4500,6,5,1998,1998,338,1204,1204,412,162000
777,20,11210,7,5,2005,2006,1594,1614,1614,865,221500
778,20,13350,5,5,1974,1974,102,864,894,440,142500
779,90,8400,5,5,1977,1977,0,0,2020,630,144000
780,90,10530,6,5,1977,1977,0,975,1004,504,135000
781,20,7875,7,5,1995,1996,1237,1237,1253,402,176000
782,60,7153,6,5,1992,1992,374,761,1603,484,175900
783,20,16285,7,5,2001,2002,1413,1413,1430,605,187100
784,85,9101,5,6,1978,1978,0,1097,1110,602,165500
785,75,6300,6,6,1914,2001,742,742,1484,0,128000
786,20,9790,6,5,1967,1967,491,1372,1342,457,161500
787,50,10800,5,6,1915,1950,0,686,1652,416,139000
788,60,10142,7,5,2004,2004,300,956,2084,618,233000
789,20,6000,4,7,1954,2000,901,901,901,281,107900
790,60,12205,6,8,1966,2007,264,832,2087,444,187500
791,120,3182,7,5,2005,2006,1129,1145,1145,397,160200
792,80,11333,6,5,1976,1976,490,1029,1062,539,146800
793,60,9920,7,5,1996,1997,255,1117,2013,455,269790
794,20,9158,8,5,2007,2007,1496,1496,1496,474,225000
795,60,10832,7,5,1994,1996,712,712,1895,409,194500
796,60,8400,6,6,1980,1981,650,650,1564,476,171000
797,20,8197,6,5,1977,1977,660,660,1285,528,143500
798,20,7677,5,5,1953,1953,203,773,773,240,110000
799,60,13518,9,5,2008,2009,1926,1926,3140,820,485000
800,50,7200,5,7,1937,1950,162,731,1768,240,175000
801,60,12798,6,5,1997,1997,154,616,1688,603,200000
802,30,4800,4,7,1916,1990,999,1196,1196,440,109900
803,60,8199,7,5,2005,2005,80,728,1456,410,189000
804,60,13891,9,5,2008,2009,1734,1734,2822,1020,582933
805,20,9000,5,5,1954,1954,124,936,1128,286,118000
806,20,12274,7,5,2008,2008,1417,1417,1428,554,227680
807,80,9750,5,5,1967,1967,100,980,980,384,135500
808,70,21384,5,6,1923,2004,15,1324,1576,528,223500
809,80,13400,5,5,1966,1966,380,1024,1086,484,159950
810,75,8100,5,5,1898,1965,849,849,2138,360,106000
811,20,10140,6,6,1974,1999,0,1040,1309,484,181000
812,120,4438,6,5,2004,2004,186,848,848,420,144500
813,20,8712,5,5,1952,1952,540,540,1044,504,55993
814,20,9750,6,6,1958,1958,834,1442,1442,301,157900
815,50,8248,5,7,1918,1950,686,686,1250,280,116000
816,20,12137,7,5,1998,1998,1649,1649,1661,598,224900
817,20,11425,5,6,1954,1954,522,1008,1008,275,137000
818,20,13265,8,5,2002,2002,350,1568,1689,857,271000
819,80,8816,6,7,1971,1971,506,1010,1052,440,155000
820,120,6371,7,5,2009,2010,625,1358,1358,484,224000
821,60,7226,7,5,2003,2003,798,798,1640,595,183000
822,20,6000,4,4,1953,1953,936,936,936,576,93000
823,60,12394,7,5,2003,2003,847,847,1733,433,225000
824,50,9900,6,7,1940,1950,778,778,1489,240,139500
825,20,11216,8,5,2006,2006,1489,1489,1489,776,232600
826,20,14803,10,5,2007,2008,442,2078,2084,1220,385000
827,45,6130,5,6,1924,1950,0,784,784,0,109500
828,20,8529,7,5,2001,2001,1434,1454,1434,527,189000
829,60,28698,5,5,1967,1967,0,1013,2126,538,185000
830,160,2544,7,5,2005,2005,600,600,1223,480,147400
831,20,11900,6,5,1957,1957,352,1392,1392,458,166000
832,160,3180,7,5,2005,2005,600,600,1200,480,151000
833,60,9548,7,6,2003,2003,458,941,1829,613,237000
834,20,10004,6,6,1964,1964,975,1516,1516,472,167000
835,20,7875,5,6,1961,1961,572,1144,1144,456,139950
836,20,9600,4,7,1950,1995,625,1067,1067,436,128000
837,30,8100,5,6,1948,1973,1221,1559,1559,812,153500
838,160,1680,6,5,1973,1973,153,483,987,264,100000
839,20,9525,5,6,1995,2006,1099,1099,1099,352,144000
840,50,11767,5,6,1946,1995,416,768,1200,240,130500
841,70,12155,6,8,1925,1950,516,672,1482,400,140000
842,70,10440,5,8,1904,2002,650,650,1539,686,157500
843,80,9020,6,7,1966,1966,276,1127,1165,490,174900
844,90,8000,5,4,1961,1961,1800,1800,1800,0,141000
845,50,12665,5,8,1915,1950,876,876,1416,720,153900
846,85,16647,5,5,1975,1981,0,1390,1701,611,171000
847,60,9317,7,5,1993,1993,227,740,1775,425,213000
848,20,15523,5,6,1972,1972,404,864,864,338,133500
849,50,45600,6,8,1908,1997,907,907,2358,360,240000
850,80,9600,6,7,1976,1994,528,528,1855,512,187000
851,120,4435,6,5,2003,2003,189,848,848,420,131500
852,120,3196,8,5,2003,2003,1273,1273,1456,400,215000
853,75,7128,7,5,1941,1950,554,918,1646,240,164000
854,80,12095,6,6,1964,1964,563,1127,1445,645,158000
855,20,17920,5,4,1955,1974,372,1763,1779,454,170000
856,20,6897,5,8,1962,2010,381,1040,1040,260,127000
857,80,10970,6,6,1978,1978,0,940,1026,576,147000
858,60,8125,6,5,1994,1995,702,702,1481,343,174000
859,20,10400,7,5,1976,1976,1090,1090,1370,479,152000
860,60,11029,6,7,1968,1984,435,1054,2654,619,250000
861,50,7642,7,8,1918,1998,912,912,1426,216,189950
862,190,11625,5,4,1965,1965,198,1039,1039,504,131500
863,20,9672,6,5,1984,1985,702,1040,1097,480,152000
864,20,7931,5,5,1959,1959,0,1148,1148,672,132500
865,20,8640,7,5,2007,2008,1372,1372,1372,529,250580
866,20,8750,5,6,1970,1970,174,1002,1002,902,148500
867,20,10656,8,5,2006,2007,1638,1638,1646,870,248900
868,20,6970,4,5,1961,1961,108,1040,1120,544,129000
869,60,14762,5,6,1948,1950,0,0,2320,672,169000
870,60,9938,7,5,1993,1994,300,1050,1949,574,236000
871,20,6600,5,5,1962,1962,894,894,894,308,109500
872,60,8750,6,5,1998,1998,299,804,1682,523,200500
873,20,8892,5,7,1953,1996,105,105,910,414,116000
874,40,12144,5,7,1949,1950,457,832,1268,288,133000
875,50,5720,5,6,1941,1950,676,676,1131,200,66500
876,60,9000,8,5,2007,2007,1120,1184,2610,550,303477
877,20,25286,4,5,1963,1963,431,1064,1040,648,132250
878,60,8834,9,5,2004,2005,292,1462,2224,738,350000
879,85,11782,5,7,1961,1995,210,1109,1155,576,148000
880,20,7000,5,8,1978,2005,218,864,864,336,136500
881,20,7024,5,5,2005,2006,110,1090,1090,450,157000
882,50,13758,7,5,1990,1991,254,1156,1717,400,187500
883,60,9636,6,5,1992,1993,808,808,1593,389,178000
884,75,6204,4,5,1912,1950,795,795,2230,440,118500
885,20,7150,5,5,1967,1967,460,892,892,288,100000
886,120,5119,9,5,1999,2000,460,1698,1709,506,328900
887,90,8393,5,5,1959,2005,1098,1626,1712,588,145000
888,50,16466,5,7,1955,1955,816,816,1393,300,135500
889,20,15865,8,6,1970,1970,1043,2217,2217,621,268000
890,20,12160,6,4,1953,1953,481,1505,1505,505,149500
891,50,8064,5,7,1949,2006,672,672,924,576,122900
892,60,11184,6,5,1978,1978,192,918,1683,440,172500
893,20,8414,6,8,1963,2003,396,1059,1068,264,154500
894,20,13284,5,5,1954,1954,319,1383,1383,354,165000
895,90,7018,5,5,1979,1979,0,0,1535,400,118858
896,60,7056,6,5,1963,1963,380,780,1796,483,140000
897,30,8765,4,6,1936,1950,666,951,951,327,106500
898,90,7018,5,5,1979,1979,0,0,2240,528,142953
899,20,12919,9,5,2009,2010,142,2330,2364,820,611657
900,20,6993,5,7,1961,1994,447,912,1236,288,135000
901,20,7340,4,6,1971,1971,536,858,858,684,110000
902,20,8712,5,7,1957,2000,132,992,1306,756,153000
903,60,7875,7,5,2003,2003,783,783,1509,393,180000
904,20,14859,7,5,2006,2006,1670,1670,1670,690,240000
905,20,6173,5,6,1967,1967,277,876,902,288,125500
906,20,9920,5,5,1954,1954,412,1056,1063,280,128000
907,20,13501,8,5,2006,2006,1560,1623,1636,865,255000
908,50,11500,7,7,1936,1987,794,1017,2057,180,250000
909,20,8885,5,5,1983,1983,239,864,902,484,131000
910,60,12589,6,5,2005,2005,742,742,1484,390,174000
911,90,11600,5,5,1960,1960,662,1105,2274,480,154300
912,20,9286,5,7,1977,1989,1072,1268,1268,252,143500
913,30,6120,5,7,1925,1950,279,768,1015,450,88000
914,90,6270,5,6,1949,1950,717,1001,2002,871,145000
915,160,3000,6,5,2009,2009,318,612,1224,528,173733
916,160,2001,4,5,1970,1970,546,546,1092,286,75000
917,20,9000,2,3,1949,1950,430,480,480,308,35311
918,20,17140,4,6,1956,1956,75,1134,1229,284,135000
919,60,13125,7,5,1991,1991,422,1104,2127,833,238000
920,20,11029,6,8,1958,2002,245,1184,1414,601,176500
921,60,8462,6,5,1994,1994,114,928,1721,471,201000
922,90,8777,5,7,1900,2003,188,1272,2200,0,145900
923,20,10237,6,5,2005,2006,1288,1316,1316,397,169990
924,120,8012,6,5,1993,1994,598,1604,1617,533,193000
925,20,10240,6,6,1980,1980,0,1686,1686,612,207500
926,20,15611,5,6,1977,1977,266,1126,1126,540,175000
927,60,11999,8,5,2003,2004,1181,1181,2374,656,285000
928,60,9900,7,5,1968,1968,280,832,1978,486,176000
929,20,11838,8,5,2001,2001,1753,1753,1788,522,236500
930,60,13006,7,5,1997,1997,964,964,2236,642,222000
931,20,8925,8,5,2007,2007,1450,1466,1466,610,201000
932,20,9100,5,6,1965,1965,121,925,925,429,117500
933,20,11670,9,5,2006,2006,1905,1905,1905,788,320000
934,20,8487,7,5,2004,2004,1480,1500,1500,570,190000
935,20,27650,7,7,1960,2007,160,585,2069,505,242000
936,30,5825,4,5,1926,1953,600,600,747,528,79900
937,20,10083,7,5,2003,2003,343,1176,1200,555,184900
938,60,9675,7,5,2005,2005,772,1113,1971,689,253000
939,60,8760,7,5,2006,2006,927,1391,1962,868,239799
